Id,price,discountedPrice,myntraRating,brandName,age,gender,color,season,usage,articleType,isEMIEnabled,isReturnable,isExchangeable
51455,990.0,990.0,1,Tonga,Adults-Women,Women,Pink,Summer,Casual,Shrug,True,True,True
50587,179.0,179.0,1,Chromozome,Adults-Men,Men,Grey,Summer,Casual,Briefs,False,True,True
17240,1399.0,1399.0,0,U.S. Polo Assn.,Adults-Men,Men,Black,Fall,Casual,Tshirts,True,True,True
6617,1799.0,1799.0,1,SPYKAR,Adults-Men,Men,Black,Summer,Casual,Shirts,True,True,True
3365,399.0,399.0,1,Myntra,Adults-Men,Men,Black,Summer,Casual,Tshirts,True,True,True
30462,445.0,445.0,0,Lovable,Adults-Women,Women,Black,Summer,Casual,Bra,False,True,True
10065,1699.0,1699.0,1,Puma,Adults-Men,Men,Yellow,Fall,Casual,Tshirts,True,True,True
25382,269.0,269.0,0,Levis,Adults-Men,Men,White,Summer,Casual,Innerwear Vests,False,True,True
5092,895.0,895.0,1,Wrangler,Adults-Men,Men,Purple,Summer,Casual,Tshirts,True,True,True
10859,1095.0,1095.0,1,Wrangler,Adults-Men,Men,Navy Blue,Fall,Casual,Tshirts,True,True,True
59638,9000.0,9000.0,0,FNF,Adults-Women,Women,Green,Fall,Ethnic,Sarees,True,True,True
10257,1299.0,1299.0,1,John Miller,Adults-Men,Men,Black,Fall,Formal,Trousers,True,True,True
24062,519.0,259.0,1,LOCOMOTIVE,Adults-Men,Men,Navy Blue,Summer,Casual,Tshirts,True,True,True
11385,1999.0,1999.0,0,United Colors of Benetton,Adults-Women,Women,Black,Fall,Casual,Sweatshirts,True,True,True
22395,519.0,519.0,1,Mark Taylor,Adults-Men,Men,Blue,Fall,Casual,Shirts,True,True,True
31782,1499.0,1499.0,0,Lee,Adults-Women,Women,Blue,Summer,Casual,Tops,False,True,True
12500,1999.0,1999.0,0,United Colors of Benetton,Adults-Men,Men,Black,Fall,Casual,Shirts,True,True,True
30650,1595.0,1595.0,0,Nike,Adults-Men,Men,Black,Summer,Casual,Tshirts,True,True,True
32563,1895.0,1895.0,1,ONLY,Adults-Women,Women,Blue,Summer,Casual,Trousers,True,True,True
40143,299.0,149.0,1,Gini and Jony,Kids-Girls,Girls,Blue,Summer,Casual,Tops,False,True,True
24406,699.0,699.0,0,Vishudh,Adults-Women,Women,Red,Summer,Ethnic,Kurtas,False,True,True
21174,1099.0,1099.0,1,s.Oliver,Adults-Women,Women,Beige,Fall,Casual,Tops,False,True,True
15341,1095.0,1095.0,1,Nike,Adults-Women,Women,Pink,Fall,Sports,Shorts,False,True,True
52486,130.0,130.0,0,Red Rose,Adults-Women,Women,Maroon,Winter,Casual,Camisoles,False,True,True
53554,449.0,449.0,0,Probase,Adults-Men,Men,Multi,Summer,Casual,Boxers,False,True,True
14293,899.0,899.0,1,Classic Polo,Adults-Men,Men,Blue,Fall,Casual,Tshirts,True,True,True
6041,1499.0,1499.0,0,United Colors of Benetton,Adults-Men,Men,Navy Blue,Summer,Casual,Tshirts,True,True,True
23623,349.0,349.0,1,Doodle,Kids-Girls,Girls,Pink,Fall,Casual,Tops,False,True,True
9835,499.0,499.0,1,Little Miss,Adults-Women,Women,Grey,Fall,Casual,Tshirts,True,True,True
7193,999.0,999.0,0,Jealous 21,Adults-Women,Women,Black,Fall,Casual,Jeans,True,True,True
27283,1199.0,1199.0,0,Mother Earth,Adults-Women,Women,Magenta,Fall,Ethnic,Kurtas,False,True,True
3533,399.0,399.0,1,Myntra,Adults-Men,Men,Navy Blue,Summer,Casual,Tshirts,True,True,True
12164,299.0,299.0,1,AURELIA,Adults-Women,Women,Orange,Fall,Ethnic,Dupatta,False,True,True
17624,1599.0,1599.0,0,ADIDAS,Adults-Men,Men,Navy Blue,Fall,Sports,Track Pants,True,True,True
47154,799.0,359.0,1,Gini and Jony,Kids-Girls,Girls,Black,Summer,Casual,Capris,False,True,True
51031,990.0,990.0,1,Enamor,Adults-Women,Women,White,Summer,Casual,Bra,False,True,True
13284,699.0,349.0,1,Gini and Jony,Kids-Boys,Men,Black,Fall,Casual,Shorts,False,True,True
26163,1599.0,1599.0,1,John Miller,Adults-Men,Men,Grey,Summer,Formal,Trousers,True,True,True
3701,399.0,399.0,1,Tantra,Adults-Women,Women,Black,Summer,Casual,Tshirts,True,True,True
42426,550.0,550.0,1,AURELIA,Adults-Women,Women,Sea Green,Summer,Ethnic,Kurtas,False,True,True
10401,999.0,999.0,0,Jealous 21,Adults-Women,Women,Purple,Fall,Casual,Tops,False,True,True
40371,799.0,319.0,0,Tokyo Talkies,Adults-Women,Women,Navy Blue,Summer,Casual,Jeans,True,True,True
37223,2099.0,2099.0,1,United Colors of Benetton,Adults-Women,Women,Blue,Summer,Casual,Tops,False,True,True
53766,1599.0,1599.0,0,Puma,Adults-Men,Men,White,Summer,Casual,Tshirts,True,True,True
25520,499.0,499.0,0,Doodle,Kids-Girls,Girls,White,Fall,Casual,Tops,False,True,True
32597,995.0,995.0,1,ONLY,Adults-Women,Women,Black,Summer,Casual,Tops,False,True,True
57100,1200.0,1200.0,0,Elle,Adults-Women,Women,Pink,Summer,Casual,Tops,False,True,True
52472,1049.0,1049.0,1,Red Rose,Adults-Women,Women,Pink,Winter,Casual,Bath Robe,False,True,True
50325,399.0,399.0,1,AURELIA,Adults-Women,Women,Navy Blue,Summer,Ethnic,Kurtas,False,True,True
16530,1039.0,415.0,1,LOCOMOTIVE,Adults-Men,Men,Red,Fall,Casual,Shirts,True,True,True
7167,1699.0,1699.0,1,SCULLERS,Adults-Men,Men,Purple,Fall,Casual,Shirts,True,True,True
46240,999.0,999.0,0,Fusion Beats,Adults-Women,Women,White,Summer,Casual,Tunics,False,True,True
27277,1099.0,1099.0,1,Mother Earth,Adults-Women,Women,Green,Fall,Ethnic,Kurtas,False,True,True
6889,4600.0,4600.0,1,Forever New,Adults-Women,Women,Cream,Summer,Casual,Jackets,True,True,True
31312,999.0,999.0,0,W,Adults-Women,Women,Peach,Summer,Ethnic,Kurtas,False,True,True
12190,1499.0,1499.0,0,Basics,Adults-Men,Men,Blue,Fall,Casual,Shirts,True,True,True
19578,599.0,599.0,1,United Colors of Benetton,Adults-Women,Women,Purple,Summer,Casual,Tops,False,True,True
27879,1399.0,1399.0,1,SCULLERS FOR HER,Adults-Women,Women,Blue,Summer,Casual,Tops,False,True,True
6287,799.0,799.0,0,Classic Polo,Adults-Men,Men,Yellow,Summer,Casual,Tshirts,True,True,True
7355,449.0,449.0,1,Tantra,Adults-Men,Men,Navy Blue,Fall,Casual,Tshirts,True,True,True
28831,360.0,360.0,0,Enamor,Adults-Women,Women,Brown,Summer,Casual,Briefs,False,True,True
43500,1499.0,1499.0,0,French Connection,Adults-Men,Men,White,Summer,Casual,Tshirts,True,True,True
13270,399.0,199.0,1,Palm Tree,Kids-Girls,Women,White,Fall,Casual,Tops,False,True,True
18698,215.0,215.0,0,Hanes,Adults-Men,Men,Grey,Summer,Casual,Briefs,False,True,True
31120,199.0,99.0,0,Palm Tree,Kids-Girls,Girls,Pink,Summer,Casual,Tops,False,True,True
11527,1199.0,1199.0,0,United Colors of Benetton,Adults-Men,Men,Olive,Fall,Casual,Tshirts,True,True,True
40385,324.0,324.0,0,Tokyo Talkies,Adults-Women,Women,Yellow,Summer,Casual,Tops,False,True,True
15187,1299.0,1299.0,0,Arrow Sport,Adults-Men,Men,White,Fall,Casual,Tshirts,True,True,True
14055,1499.0,1499.0,1,Flying Machine,Adults-Men,Men,Green,Fall,Casual,Shirts,True,True,True
20260,1195.0,1195.0,0,Wrangler,Adults-Men,Men,Navy Blue,Fall,Casual,Tshirts,True,True,True
28469,499.0,499.0,1,Urban Yoga,Adults-Women,Women,Pink,Summer,Casual,Tshirts,True,True,True
50573,179.0,179.0,0,Chromozome,Adults-Men,Men,Charcoal,Summer,Casual,Trunk,False,True,True
34036,799.0,359.0,0,Palm Tree,Kids-Boys,Boys,Blue,Summer,Casual,Shirts,True,True,True
8779,1299.0,1299.0,1,Indigo Nation,Adults-Men,Men,Navy Blue,Fall,Casual,Shirts,True,True,True
2243,899.0,899.0,0,ADIDAS,Adults-Men,Men,White,Fall,Sports,Tshirts,True,True,True
30496,825.0,825.0,0,Lovable,Adults-Women,Women,Purple,Summer,Casual,Bra,False,True,True
27421,689.0,689.0,1,Jockey,Adults-Women,Women,Blue,Winter,Casual,Lounge Pants,False,True,True
33213,1199.0,1199.0,1,Sepia,Adults-Women,Women,Magenta,Summer,Casual,Tops,False,True,True
39729,1299.0,779.0,1,Arrow Woman,Adults-Women,Women,Olive,Summer,Casual,Tops,False,True,True
25376,399.0,399.0,0,Levis,Adults-Men,Men,Grey,Summer,Casual,Innerwear Vests,False,True,True
11143,999.0,999.0,0,SCULLERS,Adults-Men,Men,Black,Fall,Casual,Shirts,True,True,True
56684,1330.0,1330.0,0,Fabindia,Adults-Women,Women,Beige,Fall,Ethnic,Sarees,True,True,True
4988,699.0,349.0,1,Gini and Jony,Kids-Girls,Women,White,Summer,Casual,Dresses,True,True,True
44341,1099.0,1099.0,0,Indian Terrain,Adults-Men,Men,Blue,Summer,Casual,Tshirts,True,True,True
33021,899.0,899.0,1,Mother Earth,Adults-Women,Women,Cream,Summer,Ethnic,Kurtas,False,True,True
11371,1999.0,1999.0,0,United Colors of Benetton,Adults-Men,Men,Black,Fall,Casual,Shirts,True,True,True
41401,1095.0,1095.0,1,Wrangler,Adults-Women,Women,White,Summer,Casual,Tops,False,True,True
4386,795.0,795.0,0,Wrangler,Adults-Men,Men,Grey,Summer,Casual,Tshirts,True,True,True
29789,899.0,899.0,0,Basics,Adults-Men,Men,Pink,Summer,Casual,Tshirts,True,True,True
7503,1045.0,1045.0,1,Nike,Adults-Men,Men,Blue,Summer,Sports,Tshirts,True,True,True
34204,699.0,279.0,0,Proline,Adults-Men,Men,Navy Blue,Fall,Casual,Track Pants,True,True,True
13426,1599.0,1599.0,0,United Colors of Benetton,Adults-Men,Men,Red,Summer,Casual,Tshirts,True,True,True
13846,1099.0,1099.0,1,John Miller,Adults-Men,Men,Blue,Fall,Casual,Shirts,True,True,True
46278,1399.0,1399.0,1,109F,Adults-Women,Women,Red,Summer,Casual,Tunics,False,True,True
16508,1169.0,467.0,1,LOCOMOTIVE,Adults-Men,Men,Blue,Fall,Casual,Jeans,True,True,True
19540,2199.0,2199.0,0,United Colors of Benetton,Adults-Men,Men,Blue,Summer,Casual,Sweaters,True,True,True
7963,799.0,799.0,1,Puma,Adults-Men,Men,White,Fall,Sports,Tshirts,True,True,True
39147,3299.0,3299.0,0,Aneri,Adults-Women,Women,Purple,Fall,Ethnic,Kurta Sets,False,True,True
57138,1600.0,1600.0,0,Elle,Adults-Women,Women,Brown,Summer,Casual,Trousers,True,True,True
15983,1295.0,1295.0,1,Turtle,Adults-Men,Men,Burgundy,Fall,Casual,Shirts,True,True,True
20258,1195.0,1195.0,1,Wrangler,Adults-Men,Men,Brown,Fall,Casual,Tshirts,True,True,True
28035,189.0,189.0,1,Jockey,Adults-Men,Men,Grey Melange,Summer,Casual,Briefs,False,True,True
26993,1599.0,1599.0,0,Jealous 21,Adults-Women,Women,Blue,Summer,Casual,Jeans,True,True,True
13248,899.0,404.0,1,Palm Tree,Kids-Boys,Men,Brown,Fall,Casual,Trousers,True,True,True
43538,3999.0,3999.0,0,French Connection,Adults-Women,Women,Blue,Summer,Casual,Tops,False,True,True
8325,379.0,379.0,1,Doodle,Kids-Boys,Boys,Yellow,Fall,Casual,Tshirts,True,True,True
31118,199.0,99.0,0,Gini and Jony,Kids-Girls,Girls,Red,Summer,Casual,Tops,False,True,True
5862,1699.0,1699.0,1,ADIDAS,Adults-Men,Men,Black,Summer,Casual,Tshirts,True,True,True
58726,1199.0,1199.0,0,Puma,Adults-Men,Men,Grey,Summer,Casual,Tshirts,True,True,True
51499,1399.0,1399.0,0,Denizen,Adults-Women,Women,Blue,Summer,Casual,Jeans,True,True,True
55805,999.0,999.0,0,SDL by Sweet Dreams,Adults-Women,Women,Pink,Summer,Casual,Night suits,False,True,True
7709,1499.0,1499.0,0,Jealous 21,Adults-Women,Women,Black,Fall,Casual,Jeans,True,True,True
28451,999.0,999.0,0,Urban Yoga,Adults-Women,Women,Black,Summer,Casual,Track Pants,True,True,True
43960,1249.0,1249.0,1,Indigo Nation,Adults-Men,Men,Grey,Summer,Formal,Shirts,True,True,True
8741,1499.0,1499.0,1,Indigo Nation,Adults-Men,Men,Navy Blue,Fall,Casual,Shirts,True,True,True
27419,679.0,679.0,0,Jockey,Adults-Women,Women,Black,Winter,Casual,Lounge Pants,False,True,True
22359,1199.0,1199.0,0,John Players,Adults-Men,Men,Blue,Summer,Casual,Shirts,True,True,True
49654,1899.0,799.0,0,Mineral,Adults-Women,Women,Grey,Summer,Casual,Skirts,True,True,True
2049,899.0,899.0,0,ADIDAS,Adults-Men,Men,White,Summer,Sports,Tshirts,True,True,True
17882,429.0,429.0,0,Levis,Adults-Men,Men,White,Summer,Casual,Innerwear Vests,False,True,True
33019,899.0,899.0,0,Mother Earth,Adults-Women,Women,Yellow,Summer,Ethnic,Kurtas,False,True,True
11349,2499.0,2499.0,0,Lee,Adults-Men,Men,Blue,Summer,Casual,Jeans,True,True,True
24892,899.0,899.0,0,United Colors of Benetton,Adults-Men,Men,Black,Fall,Casual,Tshirts,True,True,True
58514,1450.0,1450.0,0,Tonga,Adults-Women,Women,Grey,Summer,Casual,Tops,False,True,True
38637,895.0,895.0,1,Nike,Adults-Men,Men,Red,Summer,Casual,Tshirts,True,True,True
4944,849.0,382.0,1,Gini and Jony,Kids-Boys,Men,White,Summer,Casual,Shirts,True,True,True
10861,1095.0,1095.0,1,Wrangler,Adults-Men,Men,White,Fall,Casual,Tshirts,True,True,True
59600,9000.0,9000.0,0,FNF,Adults-Women,Women,Rust,Fall,Ethnic,Sarees,True,True,True
47508,109.0,109.0,0,Facit,Adults-Men,Men,Black,Summer,Casual,Briefs,False,True,True
54923,695.0,695.0,0,Do u speak green,Kids-Girls,Girls,Olive,Summer,Casual,Capris,False,True,True
17278,999.0,999.0,0,U.S. Polo Assn.,Adults-Men,Men,Grey,Fall,Casual,Tshirts,True,True,True
31588,324.0,324.0,1,Mark Taylor,Adults-Men,Men,Maroon,Summer,Casual,Tshirts,True,True,True
18230,999.0,999.0,0,Manchester United,Adults-Men,Men,White,Fall,Casual,Tshirts,True,True,True
23871,1499.0,1499.0,0,ADIDAS,Adults-Men,Men,Grey,Fall,Casual,Tshirts,True,True,True
9667,1349.0,1349.0,1,Indigo Nation,Adults-Men,Men,Purple,Fall,Casual,Shirts,True,True,True
16198,1999.0,1999.0,0,Puma,Adults-Men,Men,Black,Fall,Sports,Tracksuits,True,True,True
3953,599.0,599.0,1,Jealous 21,Adults-Women,Women,Red,Summer,Casual,Tshirts,True,True,True
28697,999.0,999.0,1,W,Adults-Women,Women,Black,Summer,Ethnic,Kurtas,False,True,True
12538,1099.0,1099.0,0,Puma,Adults-Men,Men,Blue,Fall,Casual,Track Pants,True,True,True
8587,2249.0,2249.0,1,SCULLERS,Adults-Men,Men,Red,Fall,Casual,Shirts,True,True,True
42248,1199.0,1199.0,0,Sepia,Adults-Women,Women,Pink,Summer,Casual,Tops,False,True,True
17876,399.0,399.0,0,Levis,Adults-Men,Men,Grey,Summer,Casual,Innerwear Vests,False,True,True
9455,999.0,999.0,1,John Miller,Adults-Men,Men,Red,Fall,Formal,Shirts,True,True,True
18002,1699.0,1699.0,0,Puma,Adults-Women,Women,Black,Summer,Sports,Capris,False,True,True
1638,249.0,249.0,0,Nabaiji,Adults-Unisex,Unisex,Blue,Fall,Sports,Swimwear,False,True,True
32903,1399.0,1399.0,1,Allen Solly Woman,Adults-Women,Women,Red,Summer,Casual,Shorts,False,True,True
6079,899.0,899.0,0,United Colors of Benetton,Adults-Men,Men,Grey,Summer,Casual,Tshirts,True,True,True
29321,1999.0,1999.0,1,ADIDAS,Adults-Men,Men,Black,Summer,Sports,Tshirts,True,True,True
26369,1299.0,1299.0,1,Arrow Woman,Adults-Women,Women,Blue,Summer,Casual,Shirts,True,True,True
33489,899.0,899.0,0,Doodle,Kids-Boys,Men,Green,Summer,Casual,Shirts,True,True,True
56822,899.0,899.0,0,John Players,Adults-Men,Men,Beige,Summer,Casual,Trousers,True,True,True
40947,499.0,249.0,0,Gini and Jony,Kids-Boys,Boys,Red,Summer,Casual,Tshirts,True,True,True
39381,1499.0,1499.0,0,Peter England,Adults-Men,Men,Black,Summer,Casual,Jeans,True,True,True
15977,1295.0,1295.0,1,Turtle,Adults-Men,Men,Red,Fall,Casual,Shirts,True,True,True
32769,599.0,599.0,0,Music,Adults-Men,Men,Blue,Spring,Casual,Tshirts,True,True,True
10439,899.0,899.0,1,Flying Machine,Adults-Men,Men,Brown,Fall,Casual,Tshirts,True,True,True
14099,1099.0,1099.0,1,Flying Machine,Adults-Women,Women,Pink,Fall,Casual,Tops,False,True,True
1852,499.0,499.0,1,Inkfruit,Adults-Men,Men,Blue,Summer,Casual,Tshirts,True,True,True
30802,590.0,590.0,1,Fabindia,Adults-Men,Men,Blue,Summer,Ethnic,Shirts,True,True,True
51009,695.0,695.0,1,Enamor,Adults-Women,Women,Rose,Summer,Casual,Bra,False,True,True
26967,799.0,799.0,1,Jealous 21,Adults-Women,Women,Navy Blue,Summer,Casual,Tops,False,True,True
27089,1299.0,1299.0,1,Aneri,Adults-Women,Women,Brown,Summer,Ethnic,Kurtas,False,True,True
51835,299.0,299.0,1,Bwitch,Adults-Women,Women,Red,Summer,Casual,Briefs,False,True,True
19786,1299.0,1299.0,0,U.S. Polo Assn.,Adults-Men,Men,Navy Blue,Winter,Casual,Tshirts,True,True,True
24091,1499.0,1499.0,0,Manchester United,Adults-Men,Men,Navy Blue,Fall,Casual,Tshirts,True,True,True
33026,699.0,699.0,0,Mother Earth,Adults-Women,Women,Pink,Fall,Ethnic,Kurtas,False,True,True
41406,1195.0,1195.0,0,Wrangler,Adults-Women,Women,Pink,Summer,Casual,Tshirts,True,True,True
11376,1899.0,1899.0,1,United Colors of Benetton,Adults-Women,Women,Grey,Fall,Casual,Tops,False,True,True
4381,499.0,399.0,1,Superman,Adults-Men,Men,Blue,Summer,Casual,Tshirts,True,True,True
7504,1395.0,1395.0,1,Nike,Adults-Women,Women,Pink,Summer,Sports,Tshirts,True,True,True
22366,2499.0,1249.0,0,Ed Hardy,Adults-Men,Men,White,Fall,Casual,Tshirts,True,True,True
34203,699.0,279.0,1,Proline,Adults-Men,Men,Charcoal,Winter,Casual,Track Pants,True,True,True
13421,1599.0,1599.0,0,United Colors of Benetton,Adults-Men,Men,Black,Summer,Casual,Tshirts,True,True,True
27614,1599.0,1599.0,0,SCULLERS,Adults-Men,Men,Beige,Summer,Casual,Trousers,True,True,True
16361,899.0,899.0,0,Peter England,Adults-Men,Men,Maroon,Fall,Formal,Shirts,True,True,True
46411,1599.0,1599.0,0,ADIDAS,Adults-Men,Men,Black,Summer,Casual,Sweatshirts,True,True,True
34031,499.0,249.0,0,Gini and Jony,Kids-Boys,Boys,Blue,Summer,Casual,Shirts,True,True,True
50574,295.0,295.0,1,Chromozome,Adults-Men,Men,Charcoal,Summer,Casual,Trunk,False,True,True
31543,899.0,899.0,1,Classic Polo,Adults-Men,Men,Navy Blue,Summer,Casual,Tshirts,True,True,True
13613,395.0,395.0,0,Hanes,Adults-Men,Men,Red,Summer,Casual,Innerwear Vests,False,True,True
27426,509.0,509.0,1,Jockey,Adults-Women,Women,Grey Melange,Winter,Casual,Shorts,False,True,True
2244,1199.0,1199.0,1,ADIDAS,Adults-Women,Women,Black,Fall,Casual,Tshirts,True,True,True
33214,1399.0,1399.0,1,Sepia,Adults-Women,Women,Black,Summer,Casual,Tunics,False,True,True
11144,1049.0,1049.0,0,SCULLERS,Adults-Men,Men,Black,Fall,Casual,Shirts,True,True,True
25371,429.0,429.0,0,Levis,Adults-Men,Men,Maroon,Summer,Casual,Innerwear Vests,False,True,True
58719,599.0,599.0,0,Alayna,Adults-Women,Women,Off White,Summer,Ethnic,Kurtas,False,True,True
6280,899.0,899.0,0,United Colors of Benetton,Adults-Men,Men,Pink,Summer,Casual,Tshirts,True,True,True
7352,449.0,449.0,1,Tantra,Adults-Men,Men,Purple,Fall,Casual,Tshirts,True,True,True
2620,795.0,795.0,0,Nike,Adults-Men,Men,Blue,Fall,Sports,Tshirts,True,True,True
43507,1499.0,1499.0,0,French Connection,Adults-Men,Men,Maroon,Summer,Casual,Tshirts,True,True,True
28836,699.0,699.0,0,Biba,Adults-Women,Women,Multi,Summer,Ethnic,Kurtas,False,True,True
31127,899.0,404.0,1,Gini and Jony,Kids-Girls,Girls,Black,Summer,Casual,Dresses,True,True,True
11520,2499.0,2499.0,0,United Colors of Benetton,Adults-Women,Women,Black,Fall,Casual,Jeans,True,True,True
40382,324.0,324.0,0,Tokyo Talkies,Adults-Women,Women,Pink,Summer,Casual,Tops,False,True,True
57335,645.0,387.0,1,Amante,Adults-Women,Women,White,Winter,Casual,Bra,False,True,True
14052,1499.0,1499.0,1,Flying Machine,Adults-Men,Men,White,Fall,Casual,Shirts,True,True,True
